,0,1
[ 0.12078461  0.24043602 -0.1552812  -0.6387617 ],0.1,0.0
[ 0.12559333  0.04778102 -0.16805643 -0.39872566],0.1,0.0
[ 0.12654895 -0.14460796 -0.17603095 -0.16338415],0.0,0.1
[ 0.12365679  0.05253973 -0.17929862 -0.50602204],0.0,0.1
[ 0.12470759  0.249675   -0.18941908 -0.8494163 ],0.0,0.1
[ 0.1297011  0.4468051 -0.2064074 -1.1951793],0.0,0.1
[ 0.13863719  0.64391243 -0.23031098 -1.5448184 ],0.0,0.0
[ 0.01321005  0.00161723 -0.04730215  0.01216199],0.0,0.1
[ 0.0132424   0.19738452 -0.04705891 -0.29506212],0.0,0.1
[ 0.01719009  0.39314467 -0.05296015 -0.6022075 ],0.1,0.0
[ 0.02505298  0.19880195 -0.0650043  -0.32666513],0.0,0.1
[ 0.02902902  0.39478627 -0.07153761 -0.63911855],0.1,0.0
[ 0.03692474  0.20073083 -0.08431998 -0.369794  ],0.1,0.0
[ 0.04093936  0.00690178 -0.09171586 -0.10484411],0.0,0.1
[ 0.0410774   0.20321023 -0.09381274 -0.42499587],0.1,0.0
[ 0.0451416   0.00953367 -0.10231265 -0.16329895],0.0,0.1
[ 0.04533228  0.20596012 -0.10557864 -0.48642534],0.0,0.1
[ 0.04945148  0.40240106 -0.11530714 -0.81042844],0.0,0.1
[ 0.0574995   0.598898   -0.13151571 -1.1370419 ],0.1,0.0
[ 0.06947746  0.4057182  -0.15425655 -0.8883288 ],0.0,0.1
[ 0.07759182  0.6025592  -0.17202313 -1.2252561 ],0.1,0.0
[ 0.08964301  0.410018   -0.19652824 -0.9910328 ],0.0,0.1
[ 0.09784336  0.60714936 -0.2163489  -1.3384459 ],0.0,0.0
[ 0.00260469 -0.02402559  0.0305054  -0.02740044],0.1,0.0
[ 0.00212418 -0.21957143  0.0299574   0.27474904],0.0,0.1
[-0.00226725 -0.02488943  0.03545238 -0.00833677],0.0,0.1
[-0.00276504  0.16970663  0.03528564 -0.28962663],0.1,0.0
[ 0.00062909 -0.02590026  0.02949311  0.01397288],0.0,0.1
[ 1.11087014e-04  1.68786585e-01  2.97725648e-02 -2.69260645e-01],0.1,0.0
[ 0.00348682 -0.02674732  0.02438735  0.03266205],0.1,0.0
[ 0.00295187 -0.22221035  0.02504059  0.33293858],0.0,0.1
[-0.00149233 -0.02745359  0.03169936  0.0482562 ],0.1,0.0
[-0.00204141 -0.22301541  0.03266449  0.3507696 ],0.1,0.0
[-0.00650171 -0.4185863   0.03967988  0.6535711 ],0.1,0.0
[-0.01487344 -0.61423767  0.0527513   0.95847994],0.0,0.1
[-0.02715819 -0.41986313  0.0719209   0.6828254 ],0.0,0.1
[-0.03555546 -0.2258097   0.08557741  0.41362432],0.1,0.0
[-0.04007165 -0.42203382  0.0938499   0.7320124 ],0.0,0.1
[-0.04851232 -0.2283254   0.10849015  0.47027984],0.1,0.0
[-0.05307883 -0.42479917  0.11789574  0.7950914 ],0.1,0.0
[-0.06157482 -0.6213248   0.13379757  1.1224146 ],0.1,0.0
[-0.07400131 -0.81792283  0.15624586  1.4538952 ],0.0,0.1
[-0.09035977 -0.6250263   0.18532376  1.2138246 ],0.0,0.1
[-0.10286029 -0.43271458  0.20960025  0.98447055],0.0,0.0
[-0.04016     0.01025704  0.03102329 -0.03957794],0.1,0.0
[-0.03995486 -0.18529573  0.03023173  0.26272947],0.1,0.0
[-0.04366078 -0.38083586  0.03548632  0.56479245],0.0,0.1
[-0.0512775  -0.1862293   0.04678217  0.28349712],0.0,0.1
[-0.05500208  0.00819525  0.05245211  0.00592831],0.1,0.0
[-0.05483818 -0.18763816  0.05257068  0.3146883 ],0.0,0.1
[-0.05859094  0.00669704  0.05886444  0.03903687],0.0,0.1
[-0.058457    0.20092764  0.05964518 -0.23450826],0.0,0.1
[-0.05443845  0.39514893  0.05495502 -0.5077968 ],0.0,0.1
[-0.04653547  0.58945525  0.04479908 -0.7826677 ],0.1,0.0
[-0.03474636  0.39374715  0.02914573 -0.47623354],0.1,0.0
[-0.02687142  0.19822605  0.01962106 -0.17450881],0.1,0.0
[-0.0229069   0.00282886  0.01613088  0.12429877],0.1,0.0
[-0.02285032 -0.19252042  0.01861685  0.42202684],0.0,0.1
[-0.02670073  0.00233288  0.02705739  0.13527057],0.0,0.1
[-0.02665407  0.19705704  0.0297628  -0.14875485],0.1,0.0
[-0.02271293  0.00152181  0.02678771  0.15316707],0.0,0.1
[-0.0226825   0.19625016  0.02985105 -0.13094601],0.0,0.1
[-0.01875749  0.39093205  0.02723213 -0.41406387],0.1,0.0
[-0.01093885  0.19543491  0.01895085 -0.11292163],0.0,0.1
[-0.00703015  0.39028028  0.01669242 -0.39956596],0.0,0.1
[ 0.00077545  0.5851615   0.0087011  -0.6869397 ],0.0,0.1
[ 0.01247868  0.7801616  -0.0050377  -0.9768707 ],0.0,0.1
[ 0.02808191  0.97535074 -0.02457511 -1.2711318 ],0.0,0.1
[ 0.04758893  1.1707777  -0.04999775 -1.5714079 ],0.1,0.0
[ 0.07100448  0.97628665 -0.08142591 -1.2947294 ],0.1,0.0
[ 0.09053022  0.7822882  -0.10732049 -1.0286086 ],0.0,0.1
[ 0.10617598  0.9786621  -0.12789266 -1.3529663 ],0.1,0.0
[ 0.12574922  0.7853567  -0.15495199 -1.1028744 ],0.0,0.1
[ 0.14145635  0.98213935 -0.17700948 -1.4398857 ],0.1,0.0
[ 0.16109914  0.789584   -0.2058072  -1.2073352 ],0.1,0.0
[ 0.17689082  0.5976269  -0.2299539  -0.9855572 ],0.0,0.0
[ 0.01537298  0.03723598  0.0273202  -0.02442242],0.1,0.0
[ 0.0161177  -0.15826689  0.02683175  0.2767536 ],0.0,0.1
[ 0.01295236  0.03646218  0.03236682 -0.00734729],0.1,0.0
[ 0.01368161 -0.15910864  0.03221988  0.29536948],0.0,0.1
[0.01049943 0.03553951 0.03812727 0.0130198 ],0.1,0.0
[ 0.01121022 -0.16010791  0.03838766  0.31748435],0.0,0.1
[0.00800806 0.03444686 0.04473735 0.0371504 ],0.1,0.0
[ 0.008697   -0.16128713  0.04548036  0.34360602],0.1,0.0
[ 0.00547126 -0.3570256   0.05235248  0.6502767 ],0.0,0.1
[-0.00166925 -0.16267043  0.06535801  0.37452802],0.0,0.1
[-0.00492266  0.0314652   0.07284857  0.10314788],0.0,0.1
[-0.00429336  0.22547163  0.07491153 -0.1656914 ],0.1,0.0
[0.00021607 0.02936174 0.0715977  0.14965184],0.1,0.0
[ 0.00080331 -0.16670854  0.07459074  0.4640355 ],0.1,0.0
[-0.00253086 -0.36280093  0.08387145  0.7792656 ],0.1,0.0
[-0.00978688 -0.55896974  0.09945676  1.0971137 ],0.0,0.1
[-0.02096627 -0.36528787  0.12139904  0.8372187 ],0.1,0.0
[-0.02827203 -0.56184006  0.1381434   1.1654809 ],0.0,0.1
[-0.03950883 -0.3687596   0.16145302  0.91910434],0.1,0.0
[-0.04688403 -0.5656522   0.17983511  1.2578635 ],0.0,0.1
[-0.05819707 -0.37322846  0.20499238  1.0264697 ],0.0,0.1
[-0.06566164 -0.1813373   0.22552179  0.80450606],0.0,0.0
[-0.01496392 -0.01059293  0.03159866 -0.03638856],0.0,0.1
[-0.01517578  0.18406197  0.03087088 -0.3189367 ],0.0,0.1
[-0.01149454  0.37873095  0.02449215 -0.6017265 ],0.0,0.1
[-0.00391992  0.5735019   0.01245762 -0.88659525],0.1,0.0
[ 0.00755012  0.37821308 -0.00527428 -0.5900223 ],0.1,0.0
[ 0.01511438  0.18316539 -0.01707473 -0.29900548],0.0,0.1
[ 0.01877769  0.3785265  -0.02305484 -0.59702414],0.0,0.1
[ 0.02634821  0.57396334 -0.03499532 -0.8968791 ],0.0,0.1
[ 0.03782748  0.7695418  -0.0529329  -1.2003536 ],0.1,0.0
[ 0.05321832  0.57514304 -0.07693998 -0.9247189 ],0.1,0.0
[ 0.06472118  0.3811399  -0.09543435 -0.65717316],0.1,0.0
[ 0.07234398  0.18746684 -0.10857782 -0.39600065],0.0,0.1
[ 0.07609332  0.38394836 -0.11649783 -0.72084653],0.0,0.1
[ 0.08377228  0.58047277 -0.13091476 -1.0478079 ],0.0,0.1
[ 0.09538174  0.7770659  -0.15187092 -1.3785534 ],0.1,0.0
[ 0.11092305  0.5841313  -0.17944199 -1.1369611 ],0.1,0.0
[ 0.12260568  0.39175123 -0.2021812  -0.9054978 ],0.1,0.0
[ 0.1304407   0.19985603 -0.22029117 -0.6825552 ],0.0,0.0
[ 0.03590019 -0.01049051  0.03697355 -0.00951926],0.0,0.1
[ 0.03569038  0.18408222  0.03678316 -0.29031113],0.0,0.1
[ 0.03937203  0.3786609   0.03097694 -0.5711699 ],0.1,0.0
[ 0.04694524  0.18311855  0.01955354 -0.26889133],0.0,0.1
[ 0.05060761  0.3779561   0.01417572 -0.5553434 ],0.1,0.0
[ 0.05816673  0.18263799  0.00306885 -0.25822818],0.0,0.1
[ 0.0618195   0.377716   -0.00209571 -0.54994154],0.1,0.0
[ 0.06937382  0.18262355 -0.01309455 -0.25791967],0.0,0.1
[ 0.07302628  0.37793    -0.01825294 -0.5547039 ],0.0,0.1
[ 0.08058488  0.5733034  -0.02934702 -0.8530813 ],0.0,0.1
[ 0.09205095  0.76881284 -0.04640864 -1.154846  ],0.1,0.0
[ 0.10742721  0.57432574 -0.06950556 -0.87706864],0.1,0.0
[ 0.11891373  0.3802138  -0.08704694 -0.6070219 ],0.1,0.0
[ 0.126518    0.18640986 -0.09918737 -0.34297618],0.1,0.0
[ 0.1302462  -0.00717138 -0.1060469  -0.08314481],0.0,0.1
[ 0.13010277  0.18929829 -0.1077098  -0.40731314],0.1,0.0
[ 0.13388874 -0.00414469 -0.11585606 -0.15043569],0.1,0.0
[ 0.13380584 -0.19743349 -0.11886477  0.10356833],0.0,0.1
[ 0.12985717 -0.0008264  -0.1167934  -0.2241254 ],0.1,0.0
[ 0.12984064 -0.19410223 -0.12127591  0.02955403],0.1,0.0
[ 0.1259586  -0.38729513 -0.12068483  0.28164712],0.0,0.1
[ 0.1182127  -0.19067697 -0.11505189 -0.04653021],0.0,0.1
[ 0.11439916  0.00589068 -0.1159825  -0.37318304],0.1,0.0
[ 0.11451697 -0.1874091  -0.12344615 -0.11920384],0.0,0.1
[ 0.1107688   0.00924544 -0.12583023 -0.44814196],0.1,0.0
[ 0.1109537  -0.18389292 -0.13479307 -0.19762145],0.1,0.0
[ 0.10727584 -0.3768552  -0.1387455   0.04968722],0.0,0.1
[ 0.09973874 -0.18004465 -0.13775176 -0.28335208],0.1,0.0
[ 0.09613784 -0.37296054 -0.14341879 -0.0370905 ],0.0,0.1
[ 0.08867864 -0.17610428 -0.1441606  -0.37136397],0.0,0.1
[ 0.08515655  0.02074003 -0.15158789 -0.70580417],0.1,0.0
[ 0.08557135 -0.1719929  -0.16570397 -0.46441635],0.1,0.0
[ 0.08213149 -0.36443326 -0.1749923  -0.22820406],0.0,0.1
[ 0.07484283 -0.16729866 -0.17955637 -0.57057554],0.1,0.0
[ 0.07149685 -0.35950863 -0.19096789 -0.33940217],0.0,0.1
[ 0.06430668 -0.16225536 -0.19775593 -0.6857072 ],0.0,0.1
[ 0.06106157  0.03498213 -0.21147007 -1.0335592 ],0.0,0.0
[-0.01817637 -0.00293818  0.03860741  0.00146394],0.1,0.0
[-0.01823513 -0.19859195  0.0386367   0.30607364],0.0,0.1
[-0.02220697 -0.00404126  0.04475817  0.02582177],0.0,0.1
[-0.02228779  0.1904112   0.0452746  -0.2524103 ],0.0,0.1
[-0.01847957  0.3848584   0.0402264  -0.53047603],0.0,0.1
[-0.0107824   0.5793921   0.02961688 -0.81021714],0.0,0.1
[ 8.0543937e-04  7.7409601e-01  1.3412534e-02 -1.0934389e+00],0.0,0.1
[ 0.01628736  0.9690387  -0.00845624 -1.3818834 ],0.0,0.1
[ 0.03566813  1.1642652  -0.03609391 -1.6771988 ],0.1,0.0
[ 0.05895344  0.96957994 -0.06963789 -1.3959703 ],0.1,0.0
[ 0.07834504  0.77538997 -0.09755729 -1.1258484 ],0.0,0.1
[ 0.09385283  0.9716455  -0.12007426 -1.4474683 ],0.0,0.1
[ 0.11328574  1.1680219  -0.14902362 -1.7751291 ],0.1,0.0
[ 0.13664618  0.9748608  -0.1845262  -1.5322497 ],0.1,0.0
[ 0.1561434   0.78237945 -0.2151712  -1.3023726 ],0.0,0.0
[-0.03420337  0.01084035 -0.04849045 -0.00058312],0.0,0.1
[-0.03398656  0.20662299 -0.04850211 -0.30816248],0.0,0.1
[-0.02985411  0.40240127 -0.05466536 -0.6157386 ],0.0,0.1
[-0.02180608  0.59824264 -0.06698013 -0.9251255 ],0.0,0.1
[-0.00984123  0.7942022  -0.08548264 -1.2380831 ],0.0,0.1
[ 0.00604282  0.99031186 -0.1102443  -1.5562748 ],0.1,0.0
[ 0.02584905  0.7966697  -0.1413698  -1.2999212 ],0.0,0.1
[ 0.04178245  0.99327433 -0.16736822 -1.6333104 ],0.0,0.1
[ 0.06164794  1.1899191  -0.20003442 -1.9731328 ],0.0,0.1
[ 0.08544632  1.3865113  -0.2394971  -2.3205595 ],0.0,0.0
[-0.02271364 -0.01779342 -0.00199715  0.00348556],0.0,0.1
[-0.02306951  0.1773571  -0.00192744 -0.2898268 ],0.1,0.0
[-0.01952237 -0.0177373  -0.00772398  0.00224759],0.1,0.0
[-0.01987712 -0.21274763 -0.00767902  0.29248354],0.0,0.1
[-0.02413207 -0.01751704 -0.00182935 -0.00261133],0.1,0.0
[-0.02448241 -0.2126127  -0.00188158  0.28949386],0.0,0.1
[-0.02873466 -0.01746398  0.0039083  -0.00378192],0.0,0.1
[-0.02908394  0.17760171  0.00383266 -0.29522917],0.1,0.0
[-0.02553191 -0.01757468 -0.00207193 -0.00133995],0.1,0.0
[-0.0258834  -0.21266685 -0.00209872  0.29068854],0.0,0.1
[-0.03013674 -0.01751504  0.00371505 -0.00265556],0.1,0.0
[-0.03048704 -0.21269007  0.00366193  0.29119718],0.0,0.1
[-0.03474084 -0.01762052  0.00948588 -0.00032856],0.0,0.1
[-0.03509325  0.17736411  0.00947931 -0.29000354],0.0,0.1
[-0.03154597  0.37234962  0.00367924 -0.5796818 ],0.0,0.1
[-0.02409898  0.5674198  -0.0079144  -0.8712034 ],0.0,0.1
[-0.01275058  0.7626485  -0.02533847 -1.1663641 ],0.1,0.0
[ 0.00250239  0.5678653  -0.04866575 -0.8817318 ],0.0,0.1
[ 0.0138597   0.76361334 -0.06630038 -1.1893083 ],0.0,0.1
[ 0.02913196  0.959529   -0.09008655 -1.5020142 ],0.0,0.1
[ 0.04832254  1.1556218  -0.12012684 -1.8214102 ],0.0,0.1
[ 0.07143497  1.3518559  -0.15655504 -2.1488726 ],0.0,0.1
[ 0.0984721  1.548135  -0.1995325 -2.48553  ],0.1,0.0
[ 0.1294348  1.3551594 -0.2492431 -2.2600837],0.0,0.0
[ 0.03244846 -0.00957864 -0.01395647  0.00364197],0.1,0.0
[ 0.03225689 -0.20449768 -0.01388363  0.29188898],0.0,0.1
[ 0.02816693 -0.00918055 -0.00804585 -0.00514012],0.1,0.0
[ 0.02798332 -0.2041862  -0.00814865  0.2849934 ],0.1,0.0
[ 0.0238996  -0.399191   -0.00244878  0.57509524],0.1,0.0
[ 0.01591578 -0.5942785   0.00905312  0.8670057 ],0.0,0.1
[ 0.00403021 -0.39928094  0.02639324  0.5771829 ],0.0,0.1
[-0.00395541 -0.20453867  0.0379369   0.29292995],0.0,0.1
[-0.00804618 -0.00997757  0.0437955   0.01244905],0.1,0.0
[-0.00824574 -0.20569935  0.04404448  0.318622  ],0.0,0.1
[-0.01235972 -0.01123147  0.05041692  0.04014794],0.0,0.1
[-0.01258435  0.18313262  0.05121987 -0.23621143],0.1,0.0
[-0.0089217  -0.01268228  0.04649565  0.07217776],0.1,0.0
[-0.00917535 -0.2084389   0.0479392   0.37916017],0.0,0.1
[-0.01334412 -0.01402937  0.0555224   0.1019696 ],0.1,0.0
[-0.01362471 -0.20990126  0.0575618   0.4116399 ],0.1,0.0
[-0.01782274 -0.40578994  0.06579459  0.7219001 ],0.1,0.0
[-0.02593854 -0.60175735  0.0802326   1.0345448 ],0.1,0.0
[-0.03797368 -0.7978492   0.10092349  1.3512994 ],0.0,0.1
[-0.05393067 -0.6041292   0.12794948  1.0918193 ],0.1,0.0
[-0.06601325 -0.8006836   0.14978586  1.4217554 ],0.0,0.1
[-0.08202692 -0.607698    0.17822097  1.1793908 ],0.1,0.0
[-0.09418088 -0.8046287   0.2018088   1.522228  ],0.1,0.0
[-0.11027346 -1.0015349   0.23225336  1.8705231 ],0.0,0.0
[ 0.04473452 -0.03424826  0.03103024 -0.04046089],0.1,0.0
[ 0.04404955 -0.22980112  0.03022102  0.26184863],0.0,0.1
[ 0.03945353 -0.03512331  0.03545799 -0.02115113],0.1,0.0
[ 0.03875106 -0.23073535  0.03503497  0.28250498],0.0,0.1
[ 0.03413635 -0.03613018  0.04068507  0.00107452],0.1,0.0
[ 0.03341375 -0.23181129  0.04070656  0.3063114 ],0.0,0.1
[ 0.02877752 -0.03729233  0.04683279  0.02673909],0.0,0.1
[ 0.02803168  0.15712781  0.04736757 -0.25080755],0.1,0.0
[ 0.03117424 -0.03863743  0.04235142  0.0564318 ],0.0,0.1
[ 0.03040149  0.1558525   0.04348006 -0.22259389],0.1,0.0
[ 0.03351853 -0.03986309  0.03902818  0.08348113],0.1,0.0
[ 0.03272127 -0.23552212  0.0406978   0.38821757],0.0,0.1
[ 0.02801083 -0.04100078  0.04846215  0.108639  ],0.0,0.1
[ 0.02719082  0.15339442  0.05063493 -0.16836916],0.0,0.1
[ 0.0302587   0.34775642  0.04726755 -0.44465816],0.1,0.0
[ 0.03721383  0.15199867  0.03837439 -0.13745803],0.0,0.1
[ 0.04025381  0.34655055  0.03562522 -0.41779172],0.0,0.1
[ 0.04718482  0.54115003  0.02726939 -0.6990341 ],0.0,0.1
[ 0.05800782  0.7358835   0.01328871 -0.9830095 ],0.1,0.0
[ 0.07272549  0.54058605 -0.00637148 -0.68618244],0.1,0.0
[ 0.08353721  0.34555313 -0.02009513 -0.3955122 ],0.0,0.1
[ 0.09044827  0.54095435 -0.02800537 -0.6944624 ],0.0,0.1
[ 0.10126736  0.73645335 -0.04189462 -0.9958284 ],0.0,0.1
[ 0.11599643  0.9321098  -0.06181119 -1.301369  ],0.0,0.1
[ 0.13463862  1.1279593  -0.08783857 -1.612743  ],0.1,0.0
[ 0.1571978   0.9339771  -0.12009343 -1.348683  ],0.0,0.1
[ 0.17587735  1.130386   -0.14706708 -1.6763971 ],0.1,0.0
[ 0.19848506  0.93724465 -0.18059504 -1.4328945 ],0.0,0.1
[ 0.21722996  1.1340762  -0.20925292 -1.776147  ],0.0,0.1
[ 0.23991148  1.3308517  -0.24477586 -2.125944  ],0.0,0.0
[ 0.01641143 -0.03758155 -0.04447666 -0.04808482],0.1,0.0
[ 0.0156598  -0.23203845 -0.04543835  0.23024026],0.0,0.1
[ 0.01101903 -0.03629765 -0.04083355 -0.07642218],0.1,0.0
[ 0.01029308 -0.23081115 -0.04236199  0.20310314],0.0,0.1
[ 0.00567686 -0.03510978 -0.03829993 -0.10263627],0.0,0.1
[ 0.00497466  0.16053952 -0.04035265 -0.40715244],0.1,0.0
[ 0.00818545 -0.0339877  -0.0484957  -0.1274596 ],0.1,0.0
[ 0.0075057  -0.22838259 -0.0510449   0.14953776],0.0,0.1
[ 0.00293805 -0.03256825 -0.04805414 -0.15880184],0.0,0.1
[ 0.00228668  0.16320756 -0.05123018 -0.46624905],0.1,0.0
[ 0.00555083 -0.03115452 -0.06055516 -0.19014351],0.0,0.1
[ 0.00492774  0.16477911 -0.06435803 -0.5012976 ],0.1,0.0
[ 0.00822333 -0.0293794  -0.07438398 -0.22957097],0.1,0.0
[ 0.00763574 -0.22336394 -0.0789754   0.03875249],0.0,0.1
[ 0.00316846 -0.02720352 -0.07820035 -0.27776566],0.0,0.1
[ 0.00262439  0.1689419  -0.08375566 -0.5940521 ],0.0,0.1
[ 0.00600323  0.36513016 -0.0956367  -0.91189826],0.1,0.0
[ 0.01330583  0.1714232  -0.11387467 -0.65073997],0.1,0.0
[ 0.01673429 -0.02194396 -0.12688947 -0.39597464],0.0,0.1
[ 0.01629541  0.17472848 -0.13480896 -0.725817  ],0.0,0.1
[ 0.01978998  0.37143138 -0.1493253  -1.0577083 ],0.0,0.1
[ 0.02721861  0.5681822  -0.17047946 -1.3932889 ],0.1,0.0
[ 0.03858225  0.37554246 -0.19834524 -1.1583967 ],0.1,0.0
[ 0.0460931   0.18347874 -0.22151318 -0.9338814 ],0.0,0.0
[ 0.00361554 -0.00851145  0.00544874  0.01466758],0.1,0.0
[ 0.00344531 -0.2037111   0.00574209  0.30906466],0.0,0.1
[-0.00062891 -0.00867144  0.01192338  0.01819815],0.0,0.1
[-0.00080234  0.1862775   0.01228734 -0.27069908],0.1,0.0
[ 0.00292321 -0.00901762  0.00687336  0.02583385],0.0,0.1
[ 0.00274286  0.1860051   0.00739004 -0.26467255],0.0,0.1
[ 0.00646296  0.38102078  0.00209659 -0.55501544],0.1,0.0
[ 0.01408338  0.18586947 -0.00900372 -0.2616727 ],0.0,0.1
[ 0.01780077  0.38111877 -0.01423717 -0.55718184],0.1,0.0
[ 0.02542314  0.18619956 -0.02538081 -0.26901826],0.0,0.1
[ 0.02914714  0.38167435 -0.03076118 -0.5695972 ],0.1,0.0
[ 0.03678062  0.18699701 -0.04215312 -0.28676167],0.1,0.0
[ 0.04052056 -0.00749922 -0.04788835 -0.00766583],0.1,0.0
[ 0.04037058 -0.20190284 -0.04804167  0.2695315 ],0.1,0.0
[ 0.03633252 -0.39630747 -0.04265104  0.5466832 ],0.1,0.0
[ 0.02840637 -0.59080505 -0.03171737  0.8256286 ],0.1,0.0
[ 0.01659027 -0.7854792  -0.0152048   1.1081696 ],0.0,0.1
[ 0.00088069 -0.5901607   0.00695859  0.8107557 ],0.1,0.0
[-0.01092253 -0.7853773   0.0231737   1.1056193 ],0.0,0.1
[-0.02663007 -0.5905676   0.04528609  0.8202957 ],0.0,0.1
[-0.03844142 -0.3960937   0.061692    0.5421935 ],0.1,0.0
[-0.0463633  -0.592026    0.07253587  0.85365874],0.0,0.1
[-0.05820382 -0.3979637   0.08960905  0.58463764],0.0,0.1
[-0.06616309 -0.2042037   0.1013018   0.32147357],0.0,0.1
[-0.07024717 -0.01065928  0.10773128  0.0623771 ],0.1,0.0
[-0.07046035 -0.2071477   0.10897882  0.3870128 ],0.1,0.0
[-0.0746033  -0.40363425  0.11671907  0.7119706 ],0.1,0.0
[-0.08267599 -0.6001624   0.13095848  1.0389946 ],0.0,0.1
[-0.09467924 -0.40700063  0.15173838  0.79012483],0.0,0.1
[-0.10281925 -0.21425176  0.16754086  0.5487637 ],0.0,0.1
[-0.10710429 -0.02183042  0.17851615  0.31320003],0.1,0.0
